Fall,College,Major_Name,Total,Female,Male,MFRatio,Caucasian,Asian American,African American,Hispanic,Native American
2012,Engineering,Theoretical & Applied Mechans,51,12,39,3.25,17,2,0,2,0
2012,Las,Physics,254,41,213,5.2,100,15,0,5,0
2012,Engineering,"Nuclear, Plasma, Radiolgc Engr ",231,28,203,7.25,130,30,5,16,0
2012,Fine And Applied Arts,Nondegree,228,43,184,4.28,53,8,1,5,0
2012,Engineering,Mechanical Engineering,1110,153,956,6.25,570,124,13,38,1
2012,Engineering,Materials Science & Engr,571,138,433,3.14,235,96,5,15,1
2012,Engineering,Industrial Engineering,268,62,206,3.32,84,42,8,6,0
2012,Education,Curriculum And Instruction,113,89,24,0.27,62,10,7,10,1
2012,Aces,Agr & Consumer Economics,644,218,426,1.95,433,63,27,20,0
2012,Education,Anthropology,226,157,69,0.44,133,16,13,29,1
2012,Aces,Human Development & Family St,225,205,20,0.1,146,13,35,22,1
2012,Applied Health Sciences,Kinesiology,633,361,272,0.75,452,54,29,51,1
2012,Applied Health Sciences,Community Health,674,487,187,0.38,315,109,121,93,1
2012,Aces,Nutritional Sciences,38,27,11,0.41,21,5,1,4,0
2012,Fine And Applied Arts,Nondegree,124,50,74,1.48,77,2,1,2,1
2012,Aces,Natural Resrcs & Environ Sci,241,115,126,1.1,171,14,4,13,0
2012,Aces,Natural Res & Env Sciences,80,27,53,1.96,58,1,1,1,1
2012,Education,Advertising,641,461,180,0.39,418,63,28,39,1
2012,Aces,Food Science & Human Nutrition,518,397,121,0.3,279,68,18,33,0
2012,Aces,Crop Sciences,228,64,164,2.56,167,4,4,5,1
2012,Aces,Animal Sciences,587,444,143,0.32,429,28,22,49,0
2012,Aces,Agricultural & Biological Engr,75,19,56,2.95,37,13,7,8,0
2012,Aces,Agricultural & Applied Econ,54,29,25,0.86,16,3,0,3,0
2012,Aces,Agric Leadership & Sci Educ,43,21,22,1.05,32,1,7,1,0
2012,Applied Health Sciences,Public Health,32,24,8,0.33,15,7,4,4,0
2012,Applied Health Sciences,"Recreation, Sport, And Tourism ",369,144,225,1.56,255,9,36,26,1
2012,Applied Health Sciences,Speech & Hearing Science,381,369,12,0.03,331,16,3,19,0
2012,Education,Actuarial Science,288,119,169,1.42,123,45,3,11,1
2012,Education,Accountancy,1366,677,689,1.02,635,216,34,70,1
2012,Dgs,Undeclared,2967,1220,1747,1.43,1597,439,227,344,0
2012,Business,Technology Management,102,33,69,2.09,7,15,3,0,0
2012,Business,Supply Chain Management,58,25,33,1.32,44,8,1,2,0
2012,Fine And Applied Arts,Nondegree,83,30,53,1.77,0,0,0,0,0
2012,Business,Marketing,198,126,72,0.57,134,20,11,17,0
2012,Business,Management,111,61,50,0.82,70,11,10,11,0
2012,Business,Information Sys & Info Tech,34,6,28,4.67,26,4,1,2,0
2012,Business,Finance,655,232,423,1.82,285,86,10,18,0
2012,Business,Curric Unassigned,924,390,534,1.37,533,148,35,77,0
2012,Business,Business Administration (Mba),401,119,282,2.37,185,43,39,13,0
2012,Business,Business Administration,47,22,25,1.14,8,3,2,0,0
2012,Fine And Applied Arts,Art And Design,39,26,13,0.5,28,0,0,1,0
2012,Fine And Applied Arts,Dance,54,47,7,0.15,36,0,13,3,0
2012,Fine And Applied Arts,Graphic Design,76,49,27,0.55,51,14,2,6,0
2012,Las,Molecular&Cell Bio-Undeclared,33,20,13,0.65,11,4,0,0,0
2012,Las,Psychology,1388,972,416,0.43,779,194,97,136,1
2012,Las,Political Science,749,269,479,1.78,471,77,53,87,0
2012,Las,Plant Biology,43,22,21,0.95,28,2,1,2,0
2012,Las,Physics,288,32,256,8,161,31,4,10,0
2012,Las,Philosophy,120,32,87,2.72,88,11,4,9,0
2012,Fine And Applied Arts,Nondegree,189,96,93,0.97,64,13,4,5,0
2012,Las,Neuroscience,55,28,27,0.96,28,9,1,4,0
2012,Las,Molecular And Cellular Biology,1113,544,569,1.05,609,299,55,63,3
2012,Las,Global Studies,268,197,71,0.36,145,44,19,32,0
2012,Las,Microbiology,59,34,25,0.74,31,3,1,3,1
2012,Las,Mathematics,613,224,389,1.74,243,47,6,29,2
2012,Las,Math & Computer Science,86,15,71,4.73,36,14,1,2,0
2012,Las,Linguistics,105,70,35,0.5,53,9,6,5,0
2012,Las,Las - Undeclared,178,120,58,0.48,0,4,121,45,0
2012,Las,Integrative Biology,443,265,178,0.67,312,52,20,35,1
2012,Las,Sociology,282,176,106,0.6,115,35,56,33,1
2012,Las,Spanish,188,141,47,0.33,116,2,10,35,1
2012,Las,Statistics,270,102,168,1.65,83,27,5,8,0
2012,Fine And Applied Arts,Industrial Design,110,55,55,1,37,30,6,5,0
2012,Ischool,Library & Information Science,313,225,88,0.39,241,13,12,13,1
2012,Vetmed,Veterinary Medicine,485,386,97,0.25,368,13,5,19,1
2012,Vetmed,Vms-Veterinary Clinical Medcne,26,18,8,0.44,22,1,1,2,0
2012,Social Work,Social Work,355,307,48,0.16,235,18,47,25,0
2012,Media,Media And Cinema Studies,114,56,57,1.02,77,8,10,7,0
2012,Media,Communications And Media,21,13,8,0.62,6,0,2,2,0
2012,Law,Law,752,354,398,1.12,374,52,55,68,1
2012,Labor And Industrial Relations,Human Res & Industrial Rels,195,130,65,0.5,92,19,12,8,0
2012,Ln,Nondegree-Ce,57,41,16,0.39,40,2,8,4,0
2012,Las,Teaching Of English Sec Lang,49,40,9,0.22,21,6,0,1,0
2012,Las,Statistics & Computer Science,20,6,14,2.33,6,4,0,0,0
2012,Las,History,468,183,283,1.55,366,17,9,33,0
2012,Las,Geology,73,30,43,1.43,50,3,3,5,0
2012,Las,Biochemistry,224,85,139,1.64,91,62,3,9,0
2012,Las,Atmospheric Sciences,117,47,70,1.49,89,4,1,6,0
2012,Las,Astronomy,64,23,41,1.78,30,10,1,7,1
2012,Fine And Applied Arts,Nondegree,39,17,22,1.29,27,6,2,3,0
2012,Fine And Applied Arts,Voice,34,28,6,0.21,27,1,3,1,0
2012,Fine And Applied Arts,Urban Planning,143,66,77,1.17,68,7,9,17,0
2012,Fine And Applied Arts,Theatre,195,105,90,0.86,143,4,10,19,1
2012,Fine And Applied Arts,Photography,32,20,12,0.6,19,3,3,5,0
2012,Fine And Applied Arts,Painting,38,26,12,0.46,22,4,5,3,0
2012,Fine And Applied Arts,Nondegree,22,16,6,0.38,4,0,1,0,0
2012,Fine And Applied Arts,Music Education,166,89,77,0.87,135,14,5,8,0
2012,Fine And Applied Arts,Music,329,170,158,0.93,152,15,6,11,1
2012,Fine And Applied Arts,Landscape Architecture,113,63,50,0.79,54,6,1,3,0
2012,Fine And Applied Arts,Jazz Performance,22,2,20,10,19,1,2,0,0
2012,Las,Geography,58,16,42,2.62,31,3,3,2,0
2012,Las,Biology,697,393,304,0.77,327,196,42,61,0
2012,Fine And Applied Arts,Instrumental Music,75,40,35,0.88,49,12,1,4,1
2012,Las,Cell And Developmental Biology,39,20,19,0.95,8,5,0,1,0
2012,Las,"Earth, Soc, Env Sustainability ",61,25,35,1.4,42,6,3,5,0
2012,Las,French,64,46,18,0.39,39,4,4,3,0
2012,Las,Entomology,36,21,15,0.71,21,1,0,2,0
2012,Las,English,625,430,194,0.45,452,58,35,46,1
2012,Las,Economics,968,322,646,2.01,255,102,10,20,0
2012,Las,"Ecol, Evol, Conservation Biol ",31,21,10,0.48,23,2,0,3,1
2012,Las,General Curriculum,41,16,25,1.56,14,1,12,13,0
2012,Las,Comparative Literature,27,15,12,0.8,15,3,0,0,0
2012,Las,Communication,873,506,366,0.72,522,56,125,82,2
2012,Las,Chemistry,803,307,496,1.62,398,149,21,37,2
2012,Las,Chemical Engineering,656,213,443,2.08,346,118,11,34,0
2012,Las,E Asian Languages & Cultures,93,56,37,0.66,27,24,5,6,0
2011,Engineering,Civil Engineering,1178,284,893,3.14,636,103,24,45,1
2011,Engineering,Bioengineering,231,97,134,1.38,127,56,0,13,1
2011,Aces,Agricultural & Biological Engr,156,48,108,2.25,83,13,2,5,0
2011,Engineering,Aerospace Engineering,507,70,437,6.24,290,66,7,26,2
2011,Education,Special Education,132,116,16,0.14,107,4,8,5,0
2011,Education,Ed Organization And Leadership,143,84,59,0.7,106,7,19,7,0
2011,Education,Elementary Education,306,283,22,0.08,239,25,11,14,1
2011,Education,Educational Psychology,79,61,18,0.3,26,2,8,9,0
2011,Education,Educational Policy Studies,135,85,50,0.59,28,6,59,27,2
2011,Education,Early Childhood Education,39,39,0,0,23,6,6,3,0
2011,Education,Curriculum And Instruction,121,99,22,0.22,69,10,8,7,1
2011,Engineering,Computer Science,1229,139,1090,7.84,455,226,14,19,0
2011,Education,Anthropology,205,141,64,0.45,135,11,11,22,2
2011,Engineering,Computer Engineering,608,45,563,12.51,267,134,10,35,1
2011,Engineering,Industrial Engineering,226,58,168,2.9,69,29,6,8,0
2011,Engineering,Electrical & Computer Engr,476,59,417,7.07,137,47,8,14,0
2011,Fine And Applied Arts,Nondegree,207,45,162,3.6,46,4,1,6,0
2011,Fine And Applied Arts,Art Education,82,64,17,0.27,59,3,2,6,0
2011,Fine And Applied Arts,Architecture,219,88,131,1.49,121,12,8,22,0
2011,Fine And Applied Arts,Architectural Studies,507,221,286,1.29,306,47,10,41,2
2011,Engineering,Theoretical & Applied Mechans,47,10,37,3.7,19,2,0,2,0
2011,Las,Physics,265,38,227,5.97,106,18,0,3,0
2011,Engineering,"Nuclear, Plasma, Radiolgc Engr ",209,25,184,7.36,124,24,2,11,0
2011,Engineering,Mechanical Engineering,1055,126,927,7.36,580,105,12,40,1
2011,Engineering,Electrical Engineering,1128,133,995,7.48,344,264,21,49,0
2011,Engineering,Materials Science & Engr,547,124,423,3.41,240,92,5,15,1
2011,Education,Actuarial Science,279,120,159,1.32,110,44,9,12,0
2011,Engineering,Financial Engineering,69,17,52,3.06,9,6,0,0,0
2011,Engineering,Environ Engr In Civil Engr,96,56,40,0.71,29,9,0,4,0
2011,Engineering,Engineering Physics,152,14,138,9.86,106,19,0,5,0
2011,Engineering,Engineering Mechanics,142,16,126,7.88,89,16,2,6,0
2011,Education,Advertising,656,456,200,0.44,415,61,40,42,1
2011,Education,Accountancy,1297,635,662,1.04,571,228,36,66,2
2011,Applied Health Sciences,Community Health,605,448,155,0.35,288,86,124,73,2
2011,Aces,Nutritional Sciences,49,35,14,0.4,29,7,2,2,0
2011,Fine And Applied Arts,Nondegree,87,36,51,1.42,57,1,1,2,0
2011,Aces,Natural Resrcs & Environ Sci,235,113,122,1.08,185,11,3,8,0
2011,Aces,Natural Res & Env Sciences,78,33,45,1.36,57,1,0,2,1
2011,Aces,Human Development & Family St,218,202,16,0.08,149,13,27,20,2
2011,Aces,Food Science & Human Nutrition,493,386,107,0.28,278,61,18,28,0
2011,Dgs,Undeclared,2927,1323,1604,1.21,1683,406,194,294,2
2011,Aces,Crop Sciences,198,51,147,2.88,146,6,2,0,1
2011,Aces,Animal Sciences,560,429,130,0.3,419,25,24,41,1
2011,Aces,Agricultural & Biological Engr,38,10,28,2.8,22,6,4,2,0
2011,Aces,Agr & Consumer Economics,601,199,402,2.02,408,50,22,25,0
2011,Aces,Agricultural & Applied Econ,37,20,17,0.85,10,2,0,2,0
2011,Applied Health Sciences,Kinesiology,648,377,270,0.72,464,48,32,53,2
2011,Applied Health Sciences,Public Health,30,22,8,0.36,13,11,2,1,0
2011,Applied Health Sciences,"Recreation, Sport, And Tourism ",374,132,242,1.83,259,13,34,31,2
2011,Business,Technology Management,81,24,56,2.33,10,1,1,0,0
2011,Business,Supply Chain Management,50,23,27,1.17,39,6,0,1,0
2011,Fine And Applied Arts,Nondegree,91,34,57,1.68,0,0,0,0,0
2011,Business,Marketing,205,133,72,0.54,129,19,18,24,0
2011,Business,Management,150,73,77,1.05,93,22,11,16,0
2011,Business,Information Sys & Info Tech,35,7,28,4,21,8,0,3,0
2011,Business,Finance,662,214,448,2.09,305,80,9,23,0
2011,Business,Curric Unassigned,1032,449,583,1.3,647,144,36,75,0
2011,Business,Business Administration (Mba),344,93,251,2.7,162,33,22,10,2
2011,Business,Business Administration,44,19,25,1.32,9,2,1,0,0
2011,Applied Health Sciences,Speech & Hearing Science,362,347,15,0.04,313,15,1,19,0
2011,Social Work,Social Work,372,323,49,0.15,249,16,49,29,0
2011,Fine And Applied Arts,Art And Design,39,19,20,1.05,27,1,0,0,0
2011,Las,Microbiology,60,39,21,0.54,29,3,1,6,1
2011,Las,Physics,242,33,209,6.33,140,24,2,14,0
2011,Las,Philosophy,129,30,99,3.3,90,15,6,7,0
2011,Fine And Applied Arts,Nondegree,176,92,84,0.91,59,5,3,3,0
2011,Las,Neuroscience,60,33,27,0.82,28,9,2,6,0
2011,Las,Molecular&Cell Bio-Undeclared,38,15,23,1.53,17,1,0,0,0
2011,Las,Molecular And Cellular Biology,1051,496,555,1.12,569,287,56,54,1
2011,Las,Molecular & Integrative Physi,31,16,15,0.94,15,3,1,2,0
2011,Las,Mathematics,644,254,390,1.54,299,50,6,25,0
2011,Las,Geology,65,27,38,1.41,42,4,1,3,1
2011,Las,Math & Computer Science,72,8,64,8,29,13,2,4,0
2011,Las,Linguistics,103,62,41,0.66,56,13,2,1,0
2011,Las,Las - Undeclared,177,108,69,0.64,2,2,126,35,1
2011,Las,Integrative Biology,439,245,194,0.79,305,54,15,34,2
2011,Las,History,529,192,336,1.75,425,19,16,32,0
2011,Las,Political Science,826,322,504,1.57,539,89,54,83,0
2011,Las,Psychology,1446,986,457,0.46,816,187,99,140,1
2011,Las,Sociology,328,199,129,0.65,129,30,73,51,2
2011,Fine And Applied Arts,Dance,69,63,6,0.1,47,3,13,6,0
2011,Ischool,Library & Information Science,317,228,89,0.39,236,18,16,11,1
2011,Vetmed,Veterinary Medicine,493,393,99,0.25,380,15,6,24,1
2011,Vetmed,Vms-Veterinary Clinical Medcne,30,23,7,0.3,24,1,1,2,0
2011,Media,Media And Cinema Studies,118,59,59,1,76,12,10,7,0
2011,Law,Law,729,327,402,1.23,407,60,49,58,2
2011,Labor And Industrial Relations,Human Res & Industrial Rels,191,135,56,0.41,81,18,18,7,0
2011,Ln,Nondegree-Ce,104,74,30,0.41,87,8,3,4,0
2011,Las,Teaching Of English Sec Lang,49,41,8,0.2,16,9,1,2,0
2011,Las,Statistics,220,94,126,1.34,77,30,9,4,0
2011,Las,Spanish,204,154,50,0.32,132,4,5,44,0
2011,Las,Global Studies,263,187,76,0.41,153,36,14,29,0
2011,Las,Plant Biology,41,25,16,0.64,27,3,2,1,1
2011,Las,Geography,63,19,44,2.32,35,2,5,2,0
2011,Fine And Applied Arts,Nondegree,33,19,14,0.74,7,1,0,0,0
2011,Fine And Applied Arts,Nondegree,27,13,14,1.08,20,3,1,2,0
2011,Fine And Applied Arts,Voice,30,23,7,0.3,23,2,3,0,0
2011,Fine And Applied Arts,Urban Planning,155,65,90,1.38,82,9,11,21,0
2011,Fine And Applied Arts,Theatre,175,97,78,0.8,118,5,16,15,1
2011,Fine And Applied Arts,Photography,42,31,11,0.35,30,3,3,4,0
2011,Fine And Applied Arts,Painting,43,32,11,0.34,24,5,5,5,0
2011,Fine And Applied Arts,New Media,24,16,8,0.5,17,4,1,0,0
2011,Las,Atmospheric Sciences,127,52,75,1.44,97,4,0,9,0
2011,Fine And Applied Arts,Music Education,189,99,90,0.91,162,13,4,7,0
2011,Fine And Applied Arts,Music,346,177,167,0.94,168,14,7,14,1
2011,Fine And Applied Arts,Landscape Architecture,118,65,53,0.82,65,9,2,6,0
2011,Fine And Applied Arts,Jazz Performance,27,4,23,5.75,23,1,2,1,0
2011,Fine And Applied Arts,Instrumental Music,89,49,40,0.82,58,15,2,5,0
2011,Fine And Applied Arts,Industrial Design,117,63,54,0.86,47,23,5,9,0
2011,Las,General Curriculum,24,12,12,1,4,0,16,4,0
2011,Las,Astronomy,64,26,38,1.46,31,8,0,7,1
2011,Fine And Applied Arts,Graphic Design,70,43,27,0.63,48,13,2,5,0
2011,Las,Biochemistry,208,92,116,1.26,82,53,4,8,0
2011,Las,Comparative Literature,32,20,10,0.5,18,2,1,1,0
2011,Las,Entomology,35,20,15,0.75,20,2,0,2,0
2011,Las,English,697,482,214,0.44,518,53,41,50,1
2011,Las,Economics,928,305,623,2.04,244,110,8,18,0
2011,Las,"Ecol, Evol, Conservation Biol ",23,13,10,0.77,16,2,0,1,1
2011,Las,E Asian Languages & Cultures,103,68,35,0.51,30,33,5,5,1
2011,Las,French,77,54,23,0.43,57,1,5,3,0
2011,Las,Communication,866,511,354,0.69,517,49,153,74,1
2011,Las,Chemistry,753,294,459,1.56,396,137,22,32,1
2011,Las,Chemical Engineering,644,213,431,2.02,337,113,14,31,1
2011,Las,Cell And Developmental Biology,38,20,18,0.9,10,5,0,1,0
2011,Las,Biology,816,469,347,0.74,422,209,54,63,1
2010,Engineering,Computer Science,1169,136,1033,7.6,458,194,11,20,0
2010,Engineering,Computer Engineering,524,43,480,11.16,240,99,13,32,2
2010,Engineering,Civil Engineering,1169,291,875,3.01,678,103,27,43,0
2010,Engineering,Bioengineering,200,74,126,1.7,113,43,1,7,1
2010,Aces,Agricultural & Biological Engr,102,31,71,2.29,54,11,1,3,0
2010,Engineering,Aerospace Engineering,526,70,456,6.51,312,64,8,21,4
2010,Education,Special Education,140,123,17,0.14,111,5,7,4,0
2010,Education,Elementary Education,308,288,19,0.07,238,22,12,16,0
2010,Education,Educational Psychology,93,66,27,0.41,34,4,11,9,0
2010,Education,Educational Policy Studies,149,96,53,0.55,31,8,54,33,2
2010,Education,Ed Organization And Leadership,136,81,55,0.68,100,6,19,4,0
2010,Education,Early Childhood Education,44,44,0,0,28,5,6,3,0
2010,Engineering,Electrical Engineering,1024,116,906,7.81,333,226,20,47,1
2010,Education,Curriculum And Instruction,89,69,20,0.29,54,10,6,5,1
2010,Engineering,Electrical & Computer Engr,504,68,436,6.41,152,49,6,14,0
2010,Engineering,Mechanical Engineering,1092,112,978,8.73,618,112,15,38,2
2010,Engineering,Engineering Mechanics,135,20,115,5.75,82,17,1,6,0
2010,Engineering,"Nuclear, Plasma, Radiolgc Engr ",118,19,99,5.21,73,12,0,7,0
2010,Fine And Applied Arts,Art Education,91,73,18,0.25,74,2,1,4,0
2010,Fine And Applied Arts,Architecture,190,88,102,1.16,117,13,7,15,0
2010,Fine And Applied Arts,Architectural Studies,505,214,291,1.36,332,45,9,41,1
2010,Engineering,Theoretical & Applied Mechans,45,8,37,4.62,21,0,0,2,0
2010,Las,Physics,260,34,226,6.65,105,19,2,4,0
2010,Engineering,Engineering Physics,143,16,127,7.94,96,17,0,4,0
2010,Fine And Applied Arts,Nondegree,201,32,169,5.28,52,3,2,3,0
2010,Education,Anthropology,201,132,69,0.52,132,18,11,24,0
2010,Engineering,Materials Science & Engr,466,106,360,3.4,221,75,3,11,1
2010,Engineering,Industrial Engineering,201,56,145,2.59,68,22,4,7,0
2010,Engineering,Financial Engineering,26,5,21,4.2,2,3,0,0,0
2010,Engineering,Environ Engr In Civil Engr,84,44,40,0.91,28,4,0,6,0
2010,Education,Advertising,526,368,158,0.43,335,46,41,34,1
2010,Aces,Human Development & Family St,213,191,20,0.1,142,15,22,18,0
2010,Applied Health Sciences,Community Health,551,424,126,0.3,270,76,118,60,3
2010,Applied Health Sciences,Audiology,21,16,5,0.31,18,0,1,0,0
2010,Aces,Nutritional Sciences,57,41,16,0.39,32,7,1,3,0
2010,Fine And Applied Arts,Nondegree,75,39,36,0.92,47,0,1,2,0
2010,Aces,Natural Resrcs & Environ Sci,187,85,102,1.2,143,9,3,10,0
2010,Aces,Natural Res & Env Sciences,70,28,42,1.5,47,2,0,2,0
2010,Applied Health Sciences,Kinesiology,652,372,279,0.75,495,32,31,47,1
2010,Aces,Food Science & Human Nutrition,439,343,96,0.28,267,38,17,20,0
2010,Aces,Crop Sciences,194,55,139,2.53,142,4,1,1,2
2010,Aces,Animal Sciences,600,446,153,0.34,461,21,20,41,1
2010,Aces,Agricultural & Biological Engr,29,5,24,4.8,20,6,1,1,0
2010,Aces,Agr & Consumer Economics,612,210,402,1.91,418,41,25,26,0
2010,Applied Health Sciences,"Recreation, Sport, And Tourism ",377,139,237,1.71,265,9,41,25,2
2010,Education,Actuarial Science,292,123,169,1.37,123,47,7,7,0
2010,Business,Management,181,89,91,1.02,119,17,13,19,0
2010,Education,Accountancy,1273,601,672,1.12,604,225,36,51,1
2010,Dgs,Undeclared,2927,1373,1553,1.13,1757,377,214,268,5
2010,Business,Technology Management,59,17,42,2.47,1,3,0,0,0
2010,Business,Supply Chain Management,52,20,32,1.6,34,8,0,3,0
2010,Fine And Applied Arts,Nondegree,61,22,39,1.77,0,0,0,0,0
2010,Business,Marketing,201,133,68,0.51,136,14,19,20,0
2010,Business,Information Sys & Info Tech,32,7,25,3.57,16,4,5,3,0
2010,Applied Health Sciences,Speech & Hearing Science,336,322,14,0.04,281,11,4,23,1
2010,Business,Finance,578,190,388,2.04,249,97,12,30,0
2010,Business,Curric Unassigned,1020,437,583,1.33,643,168,38,68,1
2010,Business,Business Administration (Mba),319,97,221,2.28,149,39,24,5,0
2010,Business,Business Administration,58,27,31,1.15,18,4,0,0,0
2010,Fine And Applied Arts,Art And Design,38,18,20,1.11,22,1,0,1,0
2010,Fine And Applied Arts,Dance,79,71,8,0.11,55,3,15,6,0
2010,Las,Psychology,1446,977,466,0.48,852,191,87,144,1
2010,Las,Political Science,913,343,570,1.66,619,82,66,76,0
2010,Las,Plant Biology,40,23,17,0.74,31,2,1,0,1
2010,Las,Physics,189,27,161,5.96,103,28,2,14,0
2010,Las,Philosophy,125,22,103,4.68,97,6,7,3,0
2010,Fine And Applied Arts,Nondegree,164,82,82,1,61,6,2,6,1
2010,Las,Neuroscience,58,34,24,0.71,27,12,2,5,0
2010,Las,Molecular&Cell Bio-Undeclared,36,20,16,0.8,13,4,0,3,0
2010,Las,Molecular And Cellular Biology,1030,502,528,1.05,558,302,50,45,0
2010,Las,Molecular & Integrative Physi,36,21,15,0.71,14,2,2,3,0
2010,Las,Microbiology,67,43,24,0.56,29,5,2,5,1
2010,Las,Mathematics,593,232,361,1.56,310,51,7,26,0
2010,Las,Math & Computer Science,82,10,72,7.2,41,17,1,3,0
2010,Las,Linguistics,101,64,37,0.58,54,9,2,3,0
2010,Las,Las - Undeclared,95,61,34,0.56,2,1,64,24,0
2010,Las,Sociology,411,249,162,0.65,168,40,87,65,0
2010,Las,Spanish,226,177,49,0.28,145,11,4,47,0
2010,Media,Journalism,20,13,7,0.54,16,1,1,0,0
2010,Fine And Applied Arts,Graphic Design,67,42,25,0.6,46,14,3,1,0
2010,Vetmed,Veterinary Medicine,478,381,95,0.25,406,18,2,26,0
2010,Vetmed,Vms-Veterinary Clinical Medcne,32,23,9,0.39,22,0,1,1,0
2010,Social Work,Social Work,307,273,34,0.12,220,13,34,18,0
2010,Media,Media And Cinema Studies,62,29,33,1.14,40,6,5,4,0
2010,Las,General Curriculum,31,21,10,0.48,20,2,2,3,0
2010,Las,Statistics,177,72,105,1.46,59,30,9,3,0
2010,Law,Law,735,332,403,1.21,429,61,42,41,4
2010,Labor And Industrial Relations,Human Res & Industrial Rels,178,121,57,0.47,73,15,15,6,0
2010,Ln,Nondegree-Ce,101,63,38,0.6,73,12,10,2,0
2010,Las,Teaching Of English Sec Lang,59,49,10,0.2,18,8,1,2,0
2010,Las,Integrative Biology,361,209,152,0.73,260,38,12,26,2
2010,Ischool,Library & Information Science,327,235,91,0.39,235,25,21,14,0
2010,Las,History,599,217,381,1.76,469,25,24,35,0
2010,Fine And Applied Arts,Nondegree,21,13,8,0.62,9,2,1,0,0
2010,Las,Atmospheric Sciences,128,51,77,1.51,93,3,2,9,0
2010,Las,Astronomy,74,20,54,2.7,41,8,1,6,1
2010,Fine And Applied Arts,Voice,32,26,6,0.23,27,2,2,1,0
2010,Fine And Applied Arts,Urban Planning,149,64,85,1.33,82,11,17,16,0
2010,Fine And Applied Arts,Theatre,176,104,71,0.68,124,2,14,14,0
2010,Fine And Applied Arts,Painting,35,26,9,0.35,19,4,1,6,0
2010,Fine And Applied Arts,New Media,25,17,8,0.47,22,1,0,0,0
2010,Las,Biology,784,404,380,0.94,427,183,44,62,2
2010,Fine And Applied Arts,Music Education,210,106,104,0.98,179,13,4,8,0
2010,Fine And Applied Arts,Music,357,184,173,0.94,185,14,7,13,0
2010,Fine And Applied Arts,Landscape Architecture,127,63,64,1.02,84,7,2,7,0
2010,Fine And Applied Arts,Jazz Performance,33,6,27,4.5,28,1,3,1,0
2010,Fine And Applied Arts,Instrumental Music,82,48,34,0.71,54,12,1,4,0
2010,Fine And Applied Arts,Industrial Design,112,59,53,0.9,50,24,2,10,0
2010,Las,Global Studies,205,148,57,0.39,123,32,10,14,0
2010,Las,Biochemistry,204,97,107,1.1,87,56,2,8,0
2010,Fine And Applied Arts,Photography,36,27,9,0.33,29,0,2,4,0
2010,Las,"Ecol, Evol, Conservation Biol ",22,12,10,0.83,16,2,0,1,0
2010,Las,Cell And Developmental Biology,42,19,23,1.21,15,3,0,1,0
2010,Las,Geology,78,27,51,1.89,51,5,1,3,0
2010,Las,Geography,70,24,46,1.92,42,3,4,3,0
2010,Las,General Curriculum,87,58,29,0.5,2,4,64,15,0
2010,Las,French,81,58,23,0.4,61,1,3,2,0
2010,Las,English,813,550,262,0.48,613,56,44,65,1
2010,Las,Economics,906,266,640,2.41,289,122,8,19,2
2010,Las,Entomology,33,19,14,0.74,18,2,1,1,0
2010,Las,E Asian Languages & Cultures,112,71,41,0.58,31,38,5,6,1
2010,Las,Comparative Literature,39,25,13,0.52,21,3,1,3,0
2010,Las,Communication,844,518,326,0.63,495,57,163,70,1
2010,Las,Chemistry,730,279,450,1.61,420,122,26,31,1
2010,Las,Chemical Engineering,621,203,417,2.05,313,111,15,32,1
2009,Engineering,Aerospace Engineering,507,64,443,6.92,313,70,10,19,4
2009,Engineering,Electrical & Computer Engr,513,67,446,6.66,157,44,9,11,0
2009,Engineering,Computer Science,1035,121,914,7.55,434,154,10,15,1
2009,Engineering,Computer Engineering,469,45,423,9.4,228,90,17,24,0
2009,Engineering,Civil Engineering,1090,272,816,3,668,87,27,43,1
2009,Engineering,Bioengineering,178,73,105,1.44,105,38,1,4,1
2009,Aces,Agricultural & Biological Engr,59,22,37,1.68,33,4,0,1,0
2009,Education,Educational Policy Studies,149,96,53,0.55,29,8,53,33,6
2009,Education,Special Education,141,119,22,0.18,107,5,5,7,1
2009,Education,Secondary Education,21,12,9,0.75,16,2,0,2,0
2009,Education,Elementary Education,311,291,20,0.07,237,21,10,18,0
2009,Education,Educational Psychology,98,69,29,0.42,37,4,15,8,0
2009,Engineering,Engineering Mechanics,106,17,89,5.24,66,15,0,5,0
2009,Engineering,Electrical Engineering,945,107,837,7.82,337,222,21,45,1
2009,Fine And Applied Arts,Art And Design,45,27,18,0.67,22,4,0,1,2
2009,Engineering,Engineering Physics,139,14,125,8.93,101,17,2,5,0
2009,Education,Early Childhood Education,42,41,1,0.02,35,2,3,1,0
2009,Fine And Applied Arts,Art Education,89,70,19,0.27,72,6,1,5,1
2009,Fine And Applied Arts,Architecture,194,79,115,1.46,111,19,4,13,1
2009,Fine And Applied Arts,Architectural Studies,554,235,319,1.36,379,61,15,50,2
2009,Engineering,Theoretical & Applied Mechans,46,7,39,5.57,18,1,0,2,0
2009,Las,Physics,275,37,238,6.43,117,17,2,4,0
2009,Engineering,Environ Engr In Civil Engr,80,40,40,1,31,6,0,5,0
2009,Engineering,"Nuclear, Plasma, Radiolgc Engr ",102,19,83,4.37,64,8,1,4,0
2009,Fine And Applied Arts,Nondegree,196,42,154,3.67,42,6,0,3,0
2009,Engineering,Mechanical Engineering,1052,114,936,8.21,638,106,21,38,1
2009,Engineering,Materials Science & Engr,463,119,344,2.89,236,68,5,9,1
