,Fall,College,Major_Name,Total,Female,Male,Caucasian,Asian American,African American,Hispanic,Native American,M/F
2818,1994,Education,Secondary Education,32.0,16.0,16.0,29.0,3.0,0.0,0.0,0.0,1.0
2976,1994,Education,Advertising,259.0,176.0,83.0,183.0,22.0,19.0,14.0,0.0,0.47
2924,1994,Education,Anthropology,99.0,56.0,43.0,61.0,5.0,1.0,3.0,0.0,0.77
2675,1993,Education,Special Education,116.0,106.0,10.0,81.0,1.0,9.0,1.0,0.0,0.09
2674,1993,Education,Elementary Education,401.0,369.0,32.0,346.0,19.0,17.0,12.0,1.0,0.09
2673,1993,Education,Educational Psychology,144.0,105.0,39.0,84.0,6.0,5.0,5.0,0.0,0.37
2671,1993,Education,Ed Organization And Leadership,96.0,56.0,40.0,73.0,2.0,7.0,1.0,0.0,0.71
2670,1993,Education,Early Childhood Education,78.0,76.0,2.0,60.0,5.0,7.0,5.0,0.0,0.03
2656,1993,Education,Accountancy,1259.0,591.0,668.0,887.0,149.0,81.0,48.0,1.0,1.13
2623,1993,Education,Secondary Education,41.0,24.0,17.0,38.0,3.0,0.0,0.0,0.0,0.71
2776,1993,Education,Advertising,235.0,160.0,75.0,165.0,27.0,25.0,6.0,0.0,0.47
2726,1993,Education,Anthropology,89.0,51.0,38.0,56.0,4.0,0.0,2.0,0.0,0.75
2476,1992,Education,Ed Organization And Leadership,95.0,62.0,33.0,68.0,0.0,8.0,2.0,0.0,0.53
2475,1992,Education,Early Childhood Education,67.0,66.0,1.0,54.0,5.0,6.0,2.0,0.0,0.02
2479,1992,Education,Elementary Education,377.0,350.0,27.0,318.0,19.0,20.0,13.0,1.0,0.08
2478,1992,Education,Educational Psychology,136.0,101.0,35.0,76.0,4.0,4.0,5.0,0.0,0.35
2480,1992,Education,Special Education,96.0,87.0,9.0,71.0,1.0,8.0,2.0,0.0,0.1
2461,1992,Education,Accountancy,1283.0,623.0,660.0,887.0,153.0,91.0,54.0,1.0,1.06
2428,1992,Education,Secondary Education,46.0,28.0,18.0,42.0,2.0,0.0,2.0,0.0,0.64
2581,1992,Education,Advertising,237.0,162.0,75.0,178.0,18.0,28.0,6.0,0.0,0.46
2531,1992,Education,Anthropology,97.0,56.0,41.0,57.0,3.0,0.0,2.0,0.0,0.73
2280,1991,Education,Early Childhood Education,72.0,72.0,0.0,59.0,6.0,4.0,3.0,0.0,0.0
2265,1991,Education,Accountancy,1253.0,627.0,626.0,894.0,142.0,93.0,55.0,1.0,1.0
2281,1991,Education,Ed Organization And Leadership,105.0,70.0,35.0,76.0,0.0,9.0,1.0,0.0,0.5
2284,1991,Education,Educational Psychology,128.0,94.0,34.0,75.0,3.0,4.0,4.0,0.0,0.36
2286,1991,Education,Special Education,90.0,78.0,12.0,64.0,1.0,7.0,1.0,0.0,0.15
2285,1991,Education,Elementary Education,395.0,376.0,19.0,340.0,25.0,19.0,9.0,1.0,0.05
2230,1991,Education,Secondary Education,31.0,18.0,13.0,28.0,1.0,0.0,2.0,0.0,0.72
2385,1991,Education,Advertising,270.0,194.0,76.0,209.0,7.0,33.0,9.0,2.0,0.39
2336,1991,Education,Anthropology,87.0,50.0,37.0,53.0,1.0,1.0,2.0,0.0,0.74
2083,1990,Education,Ed Organization And Leadership,106.0,66.0,40.0,76.0,1.0,7.0,0.0,0.0,0.61
2082,1990,Education,Early Childhood Education,62.0,61.0,1.0,55.0,1.0,3.0,3.0,0.0,0.02
2085,1990,Education,Educational Psychology,137.0,95.0,42.0,77.0,3.0,5.0,5.0,0.0,0.44
2066,1990,Education,Accountancy,1180.0,567.0,613.0,843.0,122.0,108.0,42.0,1.0,1.08
2086,1990,Education,Elementary Education,390.0,379.0,11.0,342.0,18.0,14.0,14.0,1.0,0.03
2087,1990,Education,Special Education,77.0,62.0,15.0,51.0,3.0,4.0,0.0,0.0,0.24
2030,1990,Education,Secondary Education,32.0,20.0,12.0,28.0,2.0,0.0,2.0,0.0,0.6
2186,1990,Education,Advertising,254.0,180.0,74.0,202.0,9.0,21.0,7.0,1.0,0.41
2136,1990,Education,Anthropology,78.0,42.0,36.0,44.0,2.0,1.0,1.0,0.0,0.86
1863,1989,Education,Accountancy,1085.0,541.0,544.0,819.0,76.0,85.0,42.0,1.0,1.01
1879,1989,Education,Early Childhood Education,58.0,58.0,0.0,50.0,2.0,1.0,4.0,0.0,0.0
1880,1989,Education,Ed Organization And Leadership,93.0,58.0,35.0,77.0,1.0,2.0,0.0,0.0,0.6
1884,1989,Education,Special Education,74.0,66.0,8.0,55.0,2.0,0.0,0.0,0.0,0.12
1883,1989,Education,Elementary Education,343.0,332.0,11.0,312.0,9.0,8.0,11.0,1.0,0.03
1882,1989,Education,Educational Psychology,143.0,96.0,47.0,77.0,2.0,5.0,4.0,1.0,0.49
1828,1989,Education,Secondary Education,33.0,15.0,18.0,31.0,0.0,0.0,2.0,0.0,1.2
1985,1989,Education,Advertising,262.0,195.0,67.0,223.0,9.0,9.0,4.0,0.0,0.34
1934,1989,Education,Anthropology,78.0,39.0,39.0,47.0,2.0,1.0,1.0,0.0,1.0
1661,1988,Education,Accountancy,1136.0,582.0,554.0,887.0,73.0,76.0,31.0,0.0,0.95
1678,1988,Education,Ed Organization And Leadership,150.0,84.0,66.0,123.0,1.0,13.0,2.0,0.0,0.79
1677,1988,Education,Early Childhood Education,63.0,63.0,0.0,57.0,1.0,0.0,2.0,1.0,0.0
1680,1988,Education,Educational Psychology,160.0,103.0,57.0,91.0,5.0,7.0,3.0,1.0,0.55
1682,1988,Education,Special Education,71.0,61.0,10.0,58.0,1.0,1.0,1.0,1.0,0.16
1681,1988,Education,Elementary Education,350.0,339.0,11.0,324.0,8.0,5.0,10.0,1.0,0.03
1628,1988,Education,Secondary Education,32.0,12.0,20.0,31.0,1.0,0.0,0.0,0.0,1.67
1782,1988,Education,Advertising,262.0,195.0,67.0,227.0,12.0,6.0,1.0,2.0,0.34
1731,1988,Education,Anthropology,68.0,29.0,39.0,43.0,3.0,1.0,1.0,0.0,1.34
1462,1987,Education,Accountancy,1039.0,535.0,504.0,847.0,59.0,63.0,17.0,0.0,0.94
1477,1987,Education,Early Childhood Education,96.0,96.0,0.0,89.0,1.0,2.0,3.0,1.0,0.0
1478,1987,Education,Ed Organization And Leadership,154.0,77.0,77.0,125.0,1.0,12.0,2.0,0.0,1.0
1482,1987,Education,Special Education,74.0,64.0,10.0,59.0,1.0,2.0,1.0,1.0,0.16
1481,1987,Education,Elementary Education,340.0,329.0,11.0,322.0,7.0,1.0,8.0,1.0,0.03
1480,1987,Education,Educational Psychology,161.0,104.0,57.0,98.0,5.0,7.0,3.0,1.0,0.55
1429,1987,Education,Secondary Education,31.0,13.0,18.0,29.0,2.0,0.0,0.0,0.0,1.38
1582,1987,Education,Advertising,266.0,195.0,71.0,235.0,0.0,15.0,0.0,6.0,0.36
1531,1987,Education,Anthropology,58.0,25.0,33.0,37.0,2.0,0.0,2.0,0.0,1.32
1262,1986,Education,Accountancy,1081.0,561.0,520.0,899.0,41.0,65.0,20.0,0.0,0.93
1276,1986,Education,Early Childhood Education,87.0,87.0,0.0,81.0,2.0,2.0,0.0,0.0,0.0
1277,1986,Education,Ed Organization And Leadership,143.0,71.0,72.0,111.0,1.0,12.0,2.0,0.0,1.01
1281,1986,Education,Special Education,73.0,62.0,11.0,60.0,1.0,1.0,1.0,0.0,0.18
1280,1986,Education,Elementary Education,388.0,371.0,17.0,364.0,8.0,3.0,8.0,2.0,0.05
1279,1986,Education,Educational Psychology,135.0,80.0,55.0,84.0,5.0,6.0,5.0,1.0,0.69
1227,1986,Education,Secondary Education,44.0,27.0,17.0,42.0,2.0,0.0,0.0,0.0,0.63
1380,1986,Education,Advertising,256.0,181.0,75.0,234.0,8.0,0.0,0.0,0.0,0.41
1329,1986,Education,Anthropology,71.0,35.0,36.0,46.0,4.0,0.0,3.0,0.0,1.03
1059,1985,Education,Accountancy,1212.0,626.0,586.0,1050.0,40.0,59.0,17.0,0.0,0.94
1074,1985,Education,Early Childhood Education,71.0,69.0,2.0,64.0,1.0,3.0,1.0,0.0,0.03
1079,1985,Education,Special Education,70.0,61.0,9.0,56.0,0.0,2.0,1.0,0.0,0.15
1078,1985,Education,Elementary Education,347.0,334.0,13.0,327.0,11.0,3.0,3.0,2.0,0.04
1077,1985,Education,Educational Psychology,138.0,80.0,58.0,87.0,4.0,8.0,3.0,1.0,0.72
1075,1985,Education,Ed Organization And Leadership,95.0,51.0,44.0,75.0,1.0,4.0,1.0,0.0,0.86
1023,1985,Education,Secondary Education,47.0,31.0,16.0,46.0,0.0,0.0,1.0,0.0,0.52
1179,1985,Education,Advertising,250.0,171.0,79.0,231.0,3.0,3.0,0.0,0.0,0.46
1128,1985,Education,Anthropology,53.0,23.0,30.0,35.0,1.0,0.0,3.0,0.0,1.3
857,1984,Education,Accountancy,1315.0,667.0,648.0,1144.0,42.0,64.0,19.0,2.0,0.97
877,1984,Education,Special Education,68.0,55.0,13.0,48.0,2.0,3.0,2.0,0.0,0.24
876,1984,Education,Elementary Education,348.0,331.0,17.0,330.0,9.0,3.0,3.0,2.0,0.05
875,1984,Education,Educational Psychology,133.0,76.0,57.0,96.0,5.0,5.0,1.0,1.0,0.75
873,1984,Education,Ed Organization And Leadership,106.0,54.0,52.0,79.0,0.0,4.0,2.0,1.0,0.96
872,1984,Education,Early Childhood Education,72.0,70.0,2.0,65.0,0.0,2.0,1.0,1.0,0.03
821,1984,Education,Secondary Education,40.0,28.0,12.0,38.0,1.0,0.0,1.0,0.0,0.43
975,1984,Education,Advertising,257.0,179.0,78.0,9.0,1.0,6.0,234.0,5.0,0.44
924,1984,Education,Anthropology,59.0,27.0,32.0,40.0,0.0,2.0,3.0,0.0,1.19
656,1983,Education,Accountancy,1529.0,738.0,791.0,1351.0,42.0,75.0,20.0,1.0,1.07
671,1983,Education,Early Childhood Education,56.0,55.0,1.0,54.0,0.0,1.0,1.0,0.0,0.02
672,1983,Education,Ed Organization And Leadership,115.0,66.0,49.0,88.0,0.0,7.0,2.0,0.0,0.74
676,1983,Education,Special Education,90.0,79.0,11.0,70.0,4.0,2.0,2.0,0.0,0.14
675,1983,Education,Elementary Education,370.0,351.0,19.0,348.0,8.0,8.0,2.0,3.0,0.05
674,1983,Education,Educational Psychology,149.0,83.0,66.0,100.0,6.0,7.0,6.0,1.0,0.8
619,1983,Education,Secondary Education,28.0,19.0,9.0,26.0,1.0,0.0,0.0,0.0,0.47
773,1983,Education,Advertising,253.0,174.0,79.0,230.0,3.0,10.0,1.0,0.0,0.45
724,1983,Education,Anthropology,57.0,21.0,36.0,34.0,1.0,1.0,6.0,0.0,1.71
456,1982,Education,Accountancy,1554.0,692.0,862.0,1385.0,36.0,71.0,21.0,3.0,1.25
471,1982,Education,Early Childhood Education,38.0,38.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0
476,1982,Education,Special Education,106.0,91.0,15.0,81.0,5.0,2.0,1.0,0.0,0.16
475,1982,Education,Elementary Education,382.0,361.0,21.0,363.0,5.0,8.0,4.0,1.0,0.06
474,1982,Education,Educational Psychology,172.0,103.0,69.0,111.0,3.0,8.0,7.0,0.0,0.67
472,1982,Education,Ed Organization And Leadership,130.0,75.0,55.0,100.0,1.0,9.0,2.0,0.0,0.73
423,1982,Education,Secondary Education,21.0,12.0,9.0,21.0,0.0,0.0,0.0,0.0,0.75
571,1982,Education,Advertising,248.0,170.0,78.0,7.0,0.0,5.0,232.0,4.0,0.46
525,1982,Education,Anthropology,70.0,36.0,34.0,45.0,1.0,3.0,3.0,0.0,0.94
261,1981,Education,Accountancy,1605.0,680.0,925.0,1421.0,46.0,69.0,15.0,4.0,1.36
280,1981,Education,Elementary Education,432.0,405.0,27.0,408.0,4.0,10.0,5.0,2.0,0.07
281,1981,Education,Special Education,128.0,110.0,18.0,108.0,2.0,5.0,3.0,0.0,0.16
279,1981,Education,Educational Psychology,148.0,79.0,69.0,104.0,7.0,10.0,7.0,0.0,0.87
277,1981,Education,Ed Organization And Leadership,129.0,72.0,57.0,106.0,1.0,9.0,2.0,0.0,0.79
276,1981,Education,Early Childhood Education,57.0,57.0,0.0,54.0,0.0,1.0,2.0,0.0,0.0
230,1981,Education,Secondary Education,20.0,12.0,8.0,20.0,0.0,0.0,0.0,0.0,0.67
375,1981,Education,Advertising,234.0,165.0,69.0,219.0,5.0,2.0,1.0,0.0,0.42
328,1981,Education,Anthropology,64.0,32.0,32.0,40.0,2.0,3.0,4.0,0.0,1.0
70,1980,Education,Accountancy,1529.0,601.0,928.0,1370.0,43.0,63.0,9.0,4.0,1.54
90,1980,Education,Special Education,105.0,87.0,18.0,92.0,1.0,2.0,2.0,0.0,0.21
85,1980,Education,Early Childhood Education,78.0,78.0,0.0,75.0,1.0,2.0,0.0,0.0,0.0
86,1980,Education,Ed Organization And Leadership,135.0,70.0,65.0,107.0,1.0,11.0,1.0,0.0,0.93
88,1980,Education,Educational Psychology,156.0,91.0,65.0,111.0,6.0,11.0,6.0,1.0,0.71
89,1980,Education,Elementary Education,428.0,395.0,33.0,410.0,1.0,4.0,4.0,5.0,0.08
183,1980,Education,Advertising,240.0,163.0,77.0,7.0,1.0,9.0,219.0,4.0,0.47
136,1980,Education,Anthropology,78.0,36.0,42.0,52.0,3.0,1.0,4.0,0.0,1.17
