,Fall,College,Major_Name,Total,Female,Male,Caucasian,Asian American,African American,Hispanic,Native American,M/F
6118,2010,Las,Spanish,226,177,49,145,11,4,47,0,0.28
6136,2010,Las,General Curriculum,31,21,10,20,2,2,3,0,0.48
6120,2010,Las,Statistics,177,72,105,59,30,9,3,0,1.46
6124,2010,Las,Teaching Of English Sec Lang,59,49,10,18,8,1,2,0,0.2
6089,2010,Las,Integrative Biology,361,209,152,260,38,12,26,2,0.73
6086,2010,Las,History,599,217,381,469,25,24,35,0,1.76
6055,2010,Las,Atmospheric Sciences,128,51,77,93,3,2,9,0,1.51
6054,2010,Las,Astronomy,74,20,54,41,8,1,6,1,2.7
6058,2010,Las,Biology,784,404,380,427,183,44,62,2,0.94
6085,2010,Las,Global Studies,205,148,57,123,32,10,14,0,0.39
6056,2010,Las,Biochemistry,204,97,107,87,56,2,8,0,1.1
6072,2010,Las,"Ecol, Evol, Conservation Biol ",22,12,10,16,2,0,1,0,0.83
6060,2010,Las,Cell And Developmental Biology,42,19,23,15,3,0,1,0,1.21
6082,2010,Las,Geology,78,27,51,51,5,1,3,0,1.89
6081,2010,Las,Geography,70,24,46,42,3,4,3,0,1.92
6080,2010,Las,General Curriculum,87,58,29,2,4,64,15,0,0.5
6078,2010,Las,French,81,58,23,61,1,3,2,0,0.4
6074,2010,Las,English,813,550,262,613,56,44,65,1,0.48
6073,2010,Las,Economics,906,266,640,289,122,8,19,2,2.41
6075,2010,Las,Entomology,33,19,14,18,2,1,1,0,0.74
6070,2010,Las,E Asian Languages & Cultures,112,71,41,31,38,5,6,1,0.58
6068,2010,Las,Comparative Literature,39,25,13,21,3,1,3,0,0.52
6067,2010,Las,Communication,844,518,326,495,57,163,70,1,0.63
6064,2010,Las,Chemistry,730,279,450,420,122,26,31,1,1.61
6062,2010,Las,Chemical Engineering,621,203,417,313,111,15,32,1,2.05
5806,2009,Las,Physics,443,56,387,218,29,3,13,0,6.43
5886,2009,Las,Molecular&Cell Bio-Undeclared,61,31,30,26,4,1,6,0,0.97
5894,2009,Las,Psychology,1417,1013,403,846,196,92,126,5,0.4
5892,2009,Las,Political Science,1017,391,626,673,100,86,81,5,1.6
5891,2009,Las,Plant Biology,40,23,17,32,2,1,0,1,0.74
5889,2009,Las,Philosophy,129,22,107,97,11,8,5,1,4.86
5887,2009,Las,Neuroscience,50,30,20,23,15,1,3,0,0.67
5885,2009,Las,Molecular And Cellular Biology,1041,514,524,582,315,37,50,0,1.02
5884,2009,Las,Molecular & Integrative Physi,31,18,13,10,2,1,3,0,0.72
5883,2009,Las,Microbiology,68,40,28,35,3,2,4,1,0.7
5882,2009,Las,Mathematics,567,217,350,309,65,8,23,0,1.61
5881,2009,Las,Math & Computer Science,79,11,68,42,17,1,6,0,6.18
5880,2009,Las,Linguistics,109,68,41,61,10,1,3,0,0.6
5902,2009,Las,Sociology,493,301,191,185,55,130,76,5,0.63
5903,2009,Las,Spanish,277,206,71,159,17,7,58,0,0.34
5920,2009,Las,General Curriculum,40,28,12,27,1,1,5,1,0.43
5910,2009,Las,Teaching Of English Sec Lang,50,37,13,12,3,0,0,0,0.35
5905,2009,Las,Statistics,155,67,88,45,29,11,0,1,1.31
5875,2009,Las,Integrative Biology,329,184,145,237,43,11,19,1,0.79
5872,2009,Las,History,626,236,389,472,31,32,38,0,1.65
5845,2009,Las,Biology,811,431,379,420,187,66,63,2,0.88
5843,2009,Las,Biochemistry,202,94,108,78,57,5,12,0,1.15
5842,2009,Las,Atmospheric Sciences,116,51,65,82,4,2,6,2,1.27
5841,2009,Las,Astronomy,73,22,51,40,5,0,4,1,2.32
5847,2009,Las,Cell And Developmental Biology,44,24,20,15,3,0,1,0,0.83
5871,2009,Las,Global Studies,93,68,25,55,16,4,2,0,0.37
5849,2009,Las,Chemical Engineering,574,195,378,288,104,17,26,0,1.94
5861,2009,Las,English,899,608,290,673,66,55,70,3,0.48
5851,2009,Las,Chemistry,743,284,458,430,129,30,27,3,1.61
5868,2009,Las,Geology,82,33,49,57,8,2,1,1,1.48
5867,2009,Las,Geography,69,24,44,48,4,1,4,0,1.83
5866,2009,Las,General Curriculum,227,133,94,13,11,159,34,0,0.71
5864,2009,Las,French,86,63,23,57,3,3,2,0,0.37
5862,2009,Las,Entomology,34,18,16,18,2,1,1,0,0.89
5860,2009,Las,Economics,843,231,611,320,123,13,23,2,2.65
5857,2009,Las,E Asian Languages & Cultures,102,64,38,34,37,2,3,1,0.59
5855,2009,Las,Comparative Literature,44,27,16,23,5,0,3,0,0.59
5854,2009,Las,Communication,508,303,205,294,44,101,42,1,0.68
5859,2009,Las,"Ecol, Evol, Conservation Biol ",22,13,9,17,2,0,1,0,0.69
5601,2008,Las,Physics,449,60,388,223,27,6,10,0,6.55
5685,2008,Las,Psychology,1437,1031,406,881,182,120,120,5,0.39
5683,2008,Las,Political Science,1062,424,638,709,94,103,92,3,1.5
5682,2008,Las,Plant Biology,30,18,12,24,2,0,0,1,0.67
5680,2008,Las,Philosophy,126,23,103,98,5,9,7,0,4.48
5678,2008,Las,Neuroscience,54,33,21,27,10,1,4,0,0.64
5677,2008,Las,Molecular&Cell Bio-Undeclared,31,15,16,15,2,0,0,0,1.07
5676,2008,Las,Molecular And Cellular Biology,1009,508,499,580,298,34,40,0,0.98
5675,2008,Las,Molecular & Integrative Physi,31,18,13,10,2,1,4,0,0.72
5674,2008,Las,Microbiology,72,40,32,35,4,2,4,1,0.8
5673,2008,Las,Mathematics,558,206,351,349,54,6,22,1,1.7
5672,2008,Las,Math & Computer Science,92,8,84,60,15,2,5,1,10.5
5671,2008,Las,Linguistics,124,76,48,75,10,4,4,0,0.63
5692,2008,Las,Sociology,514,302,210,226,58,123,61,4,0.7
5693,2008,Las,Spanish,298,220,78,170,22,8,62,0,0.35
5695,2008,Las,Statistics,133,56,77,45,22,10,3,0,1.38
5708,2008,Las,General Curriculum,45,33,12,30,3,2,5,0,0.36
5699,2008,Las,Teaching Of English Sec Lang,52,39,13,16,2,0,0,0,0.33
5666,2008,Las,Integrative Biology,322,169,153,241,46,12,14,1,0.91
5639,2008,Las,Biology,876,487,389,484,197,54,70,1,0.8
5638,2008,Las,Biochemistry,204,82,122,86,57,5,9,0,1.49
5637,2008,Las,Atmospheric Sciences,86,33,52,54,2,3,4,1,1.58
5636,2008,Las,Astronomy,75,23,52,40,5,1,6,1,2.26
5643,2008,Las,Chemical Engineering,523,177,346,280,96,15,27,0,1.95
5641,2008,Las,Cell And Developmental Biology,46,27,19,18,4,0,1,0,0.7
5645,2008,Las,Chemistry,723,286,437,432,124,28,34,2,1.53
5655,2008,Las,Entomology,33,18,15,21,1,1,2,0,0.83
5660,2008,Las,Geology,88,35,53,66,5,1,1,0,1.51
5659,2008,Las,Geography,87,27,59,60,4,3,3,0,2.19
5658,2008,Las,General Curriculum,1387,711,676,636,185,312,164,2,0.95
5657,2008,Las,French,96,70,26,71,5,2,3,0,0.37
5663,2008,Las,History,658,233,424,497,34,42,43,0,1.82
5654,2008,Las,English,934,645,288,692,75,62,70,4,0.45
5650,2008,Las,E Asian Languages & Cultures,96,57,39,33,35,2,4,0,0.68
5648,2008,Las,Comparative Literature,44,31,13,24,4,0,1,0,0.42
5649,2008,Las,Creative Writing,20,11,9,14,0,1,2,1,0.82
5653,2008,Las,Economics,836,220,613,374,153,8,14,0,2.79
5405,2007,Las,Physics,452,64,387,239,28,3,8,1,6.2
5474,2007,Las,Linguistics,139,86,53,76,15,7,4,0,0.62
5496,2007,Las,Sociology,537,319,217,245,61,120,66,3,0.68
5489,2007,Las,Psychology,1520,1058,460,974,169,125,118,3,0.43
5487,2007,Las,Political Science,1130,477,651,766,93,102,102,2,1.36
5486,2007,Las,Plant Biology,25,12,13,18,2,0,0,1,1.08
5484,2007,Las,Philosophy,124,27,97,93,6,8,7,1,3.59
5482,2007,Las,Neuroscience,52,31,21,25,9,1,4,0,0.68
5480,2007,Las,Molecular&Cell Bio-Undeclared,24,13,11,7,2,1,0,0,0.85
5479,2007,Las,Molecular And Cellular Biology,916,461,454,552,234,44,33,3,0.98
5478,2007,Las,Molecular & Integrative Physi,37,20,17,12,2,1,5,0,0.85
5477,2007,Las,Microbiology,71,39,32,33,3,1,6,1,0.82
5476,2007,Las,Mathematics,551,226,325,349,51,10,22,1,1.44
5497,2007,Las,Spanish,353,261,92,199,20,12,83,0,0.35
5499,2007,Las,Statistics,118,48,70,45,17,5,4,0,1.46
5513,2007,Las,General Curriculum,133,102,31,103,9,11,7,0,0.3
5502,2007,Las,Teaching Of English Sec Lang,53,44,9,21,3,0,0,0,0.2
5475,2007,Las,Math & Computer Science,106,7,99,59,24,3,7,1,14.14
5446,2007,Las,Chemical Engineering,472,159,313,266,85,13,20,0,1.97
5443,2007,Las,Biology,908,516,389,530,184,52,63,1,0.75
5441,2007,Las,Biochemistry,260,116,144,105,86,6,12,0,1.24
5440,2007,Las,Atmospheric Sciences,47,20,27,24,1,2,1,0,1.35
5448,2007,Las,Chemistry,741,301,440,441,131,23,39,1,1.46
5439,2007,Las,Astronomy,70,26,44,36,4,0,5,0,1.69
5451,2007,Las,Comparative Literature,56,43,13,27,2,1,3,1,0.3
5460,2007,Las,General Curriculum,3379,1809,1569,1807,435,528,384,9,0.87
5452,2007,Las,Creative Writing,20,10,10,12,0,2,3,1,1
5465,2007,Las,History,711,263,446,554,34,39,44,1,1.7
5462,2007,Las,Geology,91,33,58,69,1,1,2,1,1.76
5461,2007,Las,Geography,96,34,62,68,3,4,4,0,1.82
5459,2007,Las,French,96,70,26,71,4,3,5,0,0.37
5469,2007,Las,Integrative Biology,292,154,138,218,43,13,14,0,0.9
5457,2007,Las,Entomology,32,15,17,24,1,1,1,0,1.13
5456,2007,Las,English,1037,713,321,758,88,68,70,4,0.45
5455,2007,Las,Economics,928,246,678,452,163,11,18,1,2.76
5453,2007,Las,E Asian Languages & Cultures,90,50,40,35,32,1,1,1,0.8
5211,2006,Las,Physics,475,75,399,251,36,3,8,0,6.45
5294,2006,Las,Psychology,1451,1039,411,923,157,137,125,2,0.4
5292,2006,Las,Political Science,1114,481,632,746,90,111,105,5,1.31
5291,2006,Las,Plant Biology,23,12,11,15,2,0,0,0,0.92
5289,2006,Las,Philosophy,132,28,104,103,7,7,8,1,3.71
5287,2006,Las,Neuroscience,58,36,22,27,9,1,4,0,0.61
5285,2006,Las,Molecular&Cell Bio-Undeclared,45,30,15,19,4,1,3,1,0.5
5284,2006,Las,Molecular And Cellular Biology,943,506,435,580,236,42,34,2,0.86
5283,2006,Las,Molecular & Integrative Physi,35,16,19,10,4,1,3,0,1.19
5282,2006,Las,Microbiology,75,43,32,35,4,1,6,0,0.74
5281,2006,Las,Mathematics,590,222,368,382,57,9,25,3,1.66
5280,2006,Las,Math & Computer Science,120,8,111,70,20,4,9,1,13.88
5301,2006,Las,Sociology,509,323,185,233,48,130,58,5,0.57
5302,2006,Las,Spanish,374,274,100,214,24,22,78,0,0.36
5319,2006,Las,General Curriculum,156,111,45,131,10,3,6,1,0.41
5304,2006,Las,Statistics,75,32,43,29,11,1,3,0,1.34
5308,2006,Las,Teaching Of English Sec Lang,54,42,12,19,2,0,0,0,0.29
5279,2006,Las,Linguistics,124,75,49,61,11,6,6,0,0.65
5252,2006,Las,Chemical Engineering,425,152,272,245,68,12,18,1,1.79
5249,2006,Las,Biology,795,447,346,477,147,56,55,2,0.77
5248,2006,Las,Biochemistry,317,147,170,122,102,12,16,1,1.16
5247,2006,Las,Atmospheric Sciences,38,13,25,16,0,1,1,0,1.92
5246,2006,Las,Astronomy,64,26,38,34,3,1,4,0,1.46
5274,2006,Las,Integrative Biology,301,161,140,219,41,8,20,0,0.87
5254,2006,Las,Chemistry,846,333,512,512,157,33,42,1,1.54
5264,2006,Las,French,111,84,27,79,5,7,5,0,0.32
5270,2006,Las,History,683,270,412,544,31,41,32,2,1.53
5267,2006,Las,Geology,94,33,61,71,1,1,3,1,1.85
5266,2006,Las,Geography,83,31,52,50,2,5,7,0,1.68
5265,2006,Las,General Curriculum,3468,1870,1597,1969,417,510,376,9,0.85
5261,2006,Las,English,1071,729,340,798,89,71,66,5,0.47
5260,2006,Las,Economics,959,247,709,452,164,21,39,2,2.87
5259,2006,Las,E Asian Languages & Cultures,90,45,45,43,22,1,1,0,1
5258,2006,Las,Creative Writing,20,12,8,13,1,2,2,1,0.67
5262,2006,Las,Entomology,37,18,19,24,1,1,1,0,1.06
5257,2006,Las,Comparative Literature,62,46,16,25,2,0,2,1,0.35
5034,2005,Las,General Curriculum,176,109,67,121,23,4,15,3,0.61
5023,2005,Las,Physics,483,80,403,266,49,8,8,1,6.79
5112,2005,Las,Sociology,472,316,156,198,33,142,69,2,0.49
5106,2005,Las,Psychology,1376,995,381,883,148,120,123,2,0.38
5104,2005,Las,Political Science,1064,419,642,728,88,98,99,6,1.53
5103,2005,Las,Plant Biology,20,10,10,12,2,0,0,1,1
5101,2005,Las,Philosophy,137,32,105,101,8,10,6,2,3.28
5115,2005,Las,Statistics,77,33,44,30,9,5,3,0,1.33
5099,2005,Las,Neuroscience,59,33,26,28,6,0,6,1,0.79
5096,2005,Las,Molecular And Cellular Biology,794,469,324,495,191,36,34,2,0.69
5095,2005,Las,Molecular & Integrative Physi,37,16,21,8,5,2,3,0,1.31
5094,2005,Las,Microbiology,86,49,37,44,6,1,5,0,0.76
5093,2005,Las,Mathematics,613,219,394,389,61,16,26,2,1.8
5119,2005,Las,Teaching Of English Sec Lang,50,38,12,10,2,0,0,0,0.32
5091,2005,Las,Linguistics,103,61,42,48,7,6,4,0,0.69
5092,2005,Las,Math & Computer Science,128,10,117,78,19,4,8,0,11.7
5113,2005,Las,Spanish,318,221,97,182,16,19,65,1,0.44
5064,2005,Las,Chemical Engineering,394,138,255,220,65,10,12,0,1.85
5061,2005,Las,Biology,1069,573,495,654,235,56,48,3,0.86
5059,2005,Las,Biochemistry,377,174,202,146,132,10,9,1,1.16
5058,2005,Las,Atmospheric Sciences,37,11,26,19,1,0,1,0,2.36
5057,2005,Las,Astronomy,72,29,43,38,3,3,4,0,1.48
5066,2005,Las,Chemistry,760,311,449,492,106,39,34,0,1.44
5069,2005,Las,Comparative Literature,64,49,15,25,4,0,2,0,0.31
5077,2005,Las,General Curriculum,3775,2070,1700,2313,465,457,345,14,0.82
5086,2005,Las,Integrative Biology,251,138,113,192,36,0,13,0,0.82
5082,2005,Las,History,693,275,417,554,30,37,35,1,1.52
5079,2005,Las,Geology,93,34,59,67,2,0,7,1,1.74
5078,2005,Las,Geography,82,25,57,50,3,4,8,0,2.28
5076,2005,Las,French,102,73,29,74,3,4,6,0,0.4
5074,2005,Las,Entomology,33,17,16,23,1,1,0,0,0.94
5073,2005,Las,English,1058,724,333,777,80,87,69,3,0.46
5072,2005,Las,Economics,861,209,652,410,139,27,37,1,3.12
5071,2005,Las,E Asian Languages & Cultures,67,32,35,32,16,1,0,0,1.09
4844,2004,Las,General Curriculum,147,101,45,106,19,4,8,1,0.45
4833,2004,Las,Physics,489,85,404,285,35,9,8,3,6.48
4798,2004,Las,Economics,30,10,20,19,8,0,0,0,2
4913,2004,Las,Philosophy,137,31,106,107,11,9,4,0,3.42
4924,2004,Las,Sociology,341,227,114,151,26,89,45,4,0.5
4918,2004,Las,Psychology,1361,988,373,880,146,121,121,4,0.38
4916,2004,Las,Political Science,939,380,558,638,85,86,89,1,1.47
4927,2004,Las,Statistics,64,29,35,27,8,3,0,0,1.21
4911,2004,Las,Neuroscience,61,31,30,30,5,1,3,0,0.97
4908,2004,Las,Molecular And Cellular Biology,690,397,293,430,169,31,29,4,0.74
4907,2004,Las,Molecular & Integrative Physi,43,16,27,15,7,1,2,1,1.69
4906,2004,Las,Microbiology,77,46,31,42,8,1,4,0,0.67
4905,2004,Las,Mathematics,624,222,402,385,68,22,27,1,1.81
4904,2004,Las,Math & Computer Science,159,20,138,98,24,3,8,1,6.9
4931,2004,Las,Teaching Of English Sec Lang,56,43,13,14,6,1,0,0,0.3
4903,2004,Las,Linguistics,97,60,37,40,7,4,0,0,0.62
4925,2004,Las,Spanish,294,201,92,165,13,13,62,2,0.46
4875,2004,Las,Chemical Engineering,417,135,282,237,69,12,9,1,2.09
4871,2004,Las,Biology,1209,679,528,776,231,65,61,2,0.78
4869,2004,Las,Biochemistry,329,166,162,147,106,9,6,0,0.98
4868,2004,Las,Atmospheric Sciences,41,13,28,20,1,0,1,0,2.15
4867,2004,Las,Astronomy,70,34,36,36,2,3,2,0,1.06
4898,2004,Las,Integrative Biology,188,106,82,149,23,3,8,0,0.77
4877,2004,Las,Chemistry,694,307,387,452,92,31,28,1,1.26
4886,2004,Las,Entomology,32,15,17,22,1,1,0,0,1.13
4894,2004,Las,History,671,249,422,535,32,37,37,1,1.69
4891,2004,Las,Geology,78,29,49,52,6,0,5,1,1.69
4890,2004,Las,Geography,75,27,48,54,3,0,2,0,1.78
4888,2004,Las,French,95,73,22,58,4,3,10,0,0.3
4889,2004,Las,General Curriculum,3539,1985,1549,2047,392,537,414,18,0.78
4885,2004,Las,English,1019,683,336,740,79,101,58,1,0.49
4884,2004,Las,Economics,742,191,551,341,112,24,48,0,2.88
4882,2004,Las,E Asian Languages & Cultures,57,34,22,25,12,1,0,0,0.65
4881,2004,Las,Creative Writing,24,10,14,21,2,0,1,0,1.4
4880,2004,Las,Comparative Literature,48,34,14,16,4,1,4,0,0.41
4635,2003,Las,Economics,223,63,160,52,20,1,2,1,2.54
4613,2003,Las,Teaching Of English Sec Lang,60,48,12,20,6,1,0,0,0.25
4610,2003,Las,Statistics,27,17,10,4,0,0,0,0,0.59
4608,2003,Las,Spanish,58,36,22,12,0,1,3,0,0.61
4606,2003,Las,Physics,350,52,298,194,22,0,6,1,5.73
4722,2003,Las,Entomology,38,16,22,25,1,1,0,0,1.38
4741,2003,Las,Political Science,44,16,28,25,4,2,0,0,1.75
4740,2003,Las,Plant Biology,22,11,11,11,1,0,0,0,1
4739,2003,Las,Philosophy,39,6,33,33,0,1,1,0,5.5
4736,2003,Las,Neuroscience,53,21,32,26,6,0,3,0,1.52
4735,2003,Las,Molecular And Cellular Biology,22,9,13,11,3,1,2,0,1.44
4734,2003,Las,Molecular & Integrative Physi,40,14,26,9,6,1,3,0,1.86
4733,2003,Las,Microbiology,60,37,23,32,4,1,2,0,0.62
4732,2003,Las,Mathematics,165,35,130,51,9,0,3,0,3.71
4731,2003,Las,Linguistics,71,46,25,12,3,1,1,0,0.54
4728,2003,Las,History,99,43,56,62,2,6,3,0,1.3
4726,2003,Las,Geology,46,18,28,23,3,0,0,0,1.56
4725,2003,Las,Geography,40,20,20,22,1,1,1,0,1
4743,2003,Las,Psychology,193,124,69,96,20,7,12,0,0.56
4746,2003,Las,Sociology,47,24,23,17,0,1,4,0,0.96
4755,2003,Las,Communication,54,31,23,22,4,2,7,0,0.74
4723,2003,Las,French,28,24,4,16,0,0,0,0,0.17
4721,2003,Las,English,128,76,52,97,2,10,2,0,0.68
4720,2003,Las,E Asian Languages & Cultures,23,16,7,2,1,0,0,0,0.44
4708,2003,Las,Biochemistry,81,34,47,35,12,2,2,0,1.38
4718,2003,Las,Comparative Literature,24,19,5,9,2,0,2,0,0.26
4715,2003,Las,Chemistry,391,147,244,276,20,6,4,0,1.66
4713,2003,Las,Chemical Engineering,413,119,294,235,74,10,11,0,2.47
4709,2003,Las,Biology,840,474,366,525,158,53,45,2,0.77
4719,2003,Las,Creative Writing,23,11,12,18,2,0,1,0,1.09
4706,2003,Las,Atmospheric Sciences,41,15,26,18,0,0,1,0,1.73
4705,2003,Las,Astronomy,26,10,16,6,0,0,0,0,1.6
4427,2002,Las,Teaching Of English Sec Lang,53,42,11,24,5,0,0,0,0.26
4424,2002,Las,Statistics,27,18,9,5,0,0,0,0,0.5
4422,2002,Las,Spanish,64,41,23,12,0,1,6,0,0.56
4420,2002,Las,Physics,310,42,268,178,18,0,5,1,6.38
4449,2002,Las,Economics,224,65,159,55,14,1,2,1,2.45
4535,2002,Las,French,30,24,6,15,0,0,0,0,0.25
4555,2002,Las,Psychology,174,112,62,99,15,7,6,0,0.55
4553,2002,Las,Political Science,40,16,24,23,1,4,0,0,1.5
4552,2002,Las,Plant Biology,28,17,11,13,1,0,0,0,0.65
4551,2002,Las,Philosophy,37,6,31,33,0,1,0,0,5.17
4548,2002,Las,Neuroscience,46,19,27,27,4,0,1,0,1.42
4546,2002,Las,Molecular & Integrative Physi,35,12,23,8,6,1,1,0,1.92
4545,2002,Las,Microbiology,52,27,25,30,1,1,2,0,0.93
4544,2002,Las,Mathematics,175,38,137,48,10,0,1,0,3.61
4543,2002,Las,Linguistics,67,43,24,13,2,0,1,0,0.56
4540,2002,Las,History,101,42,59,69,3,5,3,0,1.4
4538,2002,Las,Geology,45,18,27,26,3,0,0,0,1.5
4537,2002,Las,Geography,30,17,13,15,0,1,1,0,0.76
4558,2002,Las,Sociology,47,25,22,16,0,1,3,0,0.88
4568,2002,Las,Communication,49,27,22,20,4,2,5,0,0.81
4534,2002,Las,Entomology,36,12,24,25,0,3,0,0,2
4533,2002,Las,English,129,79,50,95,3,11,1,0,0.63
4522,2002,Las,Biology,762,450,312,480,148,37,55,1,0.69
4532,2002,Las,E Asian Languages & Cultures,26,18,8,3,0,0,0,0,0.44
4530,2002,Las,Comparative Literature,28,25,3,11,2,0,1,0,0.12
4527,2002,Las,Chemistry,370,133,237,256,21,8,3,0,1.78
4525,2002,Las,Chemical Engineering,397,115,282,233,77,9,11,0,2.45
4521,2002,Las,Biochemistry,80,31,49,35,12,1,3,0,1.58
4519,2002,Las,Atmospheric Sciences,37,14,23,14,0,0,1,0,1.64
4518,2002,Las,Astronomy,29,10,19,8,1,0,0,0,1.9
4262,2001,Las,Economics,252,90,162,66,9,2,6,1,1.8
4242,2001,Las,Teaching Of English Sec Lang,64,44,20,28,4,0,0,0,0.45
4238,2001,Las,Statistics,21,14,7,5,0,0,0,0,0.5
4236,2001,Las,Spanish,53,34,19,13,0,0,9,0,0.56
4234,2001,Las,Physics,307,40,267,177,16,0,7,1,6.68
4357,2001,Las,Neuroscience,42,15,27,27,1,1,1,0,1.8
4364,2001,Las,Psychology,152,89,63,86,11,9,4,0,0.71
4362,2001,Las,Political Science,36,13,23,25,1,4,0,0,1.77
4361,2001,Las,Plant Biology,27,13,14,12,1,0,0,0,1.08
4360,2001,Las,Philosophy,37,5,32,34,0,0,0,0,6.4
4356,2001,Las,Molecular & Integrative Physi,40,15,25,13,7,1,1,0,1.67
4355,2001,Las,Microbiology,49,26,23,27,2,1,1,0,0.88
4354,2001,Las,Mathematics,167,42,125,48,7,0,4,0,2.98
4353,2001,Las,Linguistics,74,48,26,14,2,1,1,0,0.54
4350,2001,Las,History,98,35,63,70,2,2,2,1,1.8
4348,2001,Las,Geology,46,13,33,28,2,0,1,0,2.54
4379,2001,Las,Communication,36,25,11,14,2,1,3,1,0.44
4347,2001,Las,Geography,33,17,16,17,2,1,0,0,0.94
4368,2001,Las,Sociology,48,28,20,12,2,0,3,0,0.71
4345,2001,Las,French,31,26,5,15,0,1,0,0,0.19
4344,2001,Las,Entomology,37,12,25,24,0,3,0,0,2.08
4332,2001,Las,Biochemistry,87,36,51,41,11,0,2,0,1.42
4341,2001,Las,Comparative Literature,27,24,3,11,1,1,1,0,0.12
4338,2001,Las,Chemistry,396,151,245,277,27,12,3,0,1.62
4336,2001,Las,Chemical Engineering,432,135,297,264,84,14,12,0,2.2
4333,2001,Las,Biology,383,237,146,240,67,28,18,0,0.62
4343,2001,Las,English,129,77,52,96,2,12,2,1,0.68
4330,2001,Las,Atmospheric Sciences,30,13,17,9,0,0,1,0,1.31
4329,2001,Las,Astronomy,22,6,16,8,1,0,0,0,2.67
4072,2000,Las,Economics,250,78,172,67,18,1,3,1,2.21
4051,2000,Las,Teaching Of English Sec Lang,81,55,26,30,2,0,0,0,0.47
4045,2000,Las,Spanish,49,26,23,22,0,0,12,0,0.88
4042,2000,Las,Physics,302,33,269,179,17,1,6,1,8.15
4156,2000,Las,Entomology,29,11,18,21,0,2,0,0,1.64
4169,2000,Las,Neuroscience,40,11,29,25,0,1,1,0,2.64
4176,2000,Las,Psychology,168,100,68,100,13,11,6,0,0.68
4174,2000,Las,Political Science,34,10,24,26,1,2,0,0,2.4
4173,2000,Las,Plant Biology,26,12,14,14,1,0,0,0,1.17
4172,2000,Las,Philosophy,42,6,36,38,0,0,0,0,6
4168,2000,Las,Molecular & Integrative Physi,40,15,25,15,6,1,3,0,1.67
4167,2000,Las,Microbiology,52,26,26,27,4,1,4,0,1
4166,2000,Las,Mathematics,173,51,122,51,6,0,3,0,2.39
4165,2000,Las,Linguistics,70,44,26,13,3,0,1,0,0.59
4162,2000,Las,History,98,36,62,67,2,5,1,1,1.72
4160,2000,Las,Geology,54,20,34,36,3,0,3,0,1.7
4179,2000,Las,Sociology,47,26,21,11,2,1,2,0,0.81
4190,2000,Las,Communication,35,24,11,16,2,1,3,0,0.46
4159,2000,Las,Geography,33,13,20,21,2,1,0,0,1.54
4157,2000,Las,French,34,30,4,18,0,0,0,0,0.13
4155,2000,Las,English,114,70,44,87,3,12,2,1,0.63
4153,2000,Las,Comparative Literature,23,17,6,12,1,0,1,0,0.35
4150,2000,Las,Chemistry,370,142,228,243,38,10,5,0,1.61
4148,2000,Las,Chemical Engineering,471,144,327,301,86,13,14,0,2.27
4145,2000,Las,Biology,70,30,40,44,6,1,2,0,1.33
4144,2000,Las,Biochemistry,84,35,49,44,10,1,2,0,1.4
4142,2000,Las,Atmospheric Sciences,27,12,15,10,0,0,1,0,1.25
4141,2000,Las,Astronomy,22,7,15,7,1,0,0,0,2.14
3875,1999,Las,Economics,252,74,178,64,19,2,3,0,2.41
3847,1999,Las,Spanish,49,25,24,27,0,0,7,0,0.96
3853,1999,Las,Teaching Of English Sec Lang,83,60,23,33,2,0,0,0,0.38
3849,1999,Las,Statistics,20,12,8,8,0,0,0,0,0.67
3843,1999,Las,Physics,285,24,261,170,14,0,5,0,10.88
3960,1999,Las,English,115,72,43,89,5,10,2,1,0.6
3978,1999,Las,Philosophy,41,10,31,35,0,0,0,0,3.1
3975,1999,Las,Neuroscience,41,9,32,25,2,1,2,0,3.56
3974,1999,Las,Molecular & Integrative Physi,42,17,25,19,7,1,1,0,1.47
3973,1999,Las,Microbiology,54,30,24,27,6,1,4,0,0.8
3972,1999,Las,Mathematics,171,50,121,56,6,0,2,0,2.42
3971,1999,Las,Linguistics,49,31,18,10,0,0,0,0,0.58
3967,1999,Las,History,106,36,70,75,1,7,2,1,1.94
3965,1999,Las,Geology,55,21,34,39,3,1,1,0,1.62
3964,1999,Las,Geography,34,14,20,25,0,1,0,0,1.43
3962,1999,Las,French,37,28,9,19,1,1,0,0,0.32
3980,1999,Las,Political Science,42,14,28,32,1,3,0,0,2
3982,1999,Las,Psychology,159,85,74,103,14,7,6,0,0.87
3985,1999,Las,Sociology,45,27,18,13,2,2,2,0,0.67
3998,1999,Las,Communication,34,20,14,21,2,2,1,0,0.7
3961,1999,Las,Entomology,32,11,21,25,1,2,0,0,1.91
3979,1999,Las,Plant Biology,26,14,12,15,1,0,0,0,0.86
3959,1999,Las,Comparative Literature,21,15,6,12,1,0,0,0,0.4
3956,1999,Las,Chemistry,400,144,256,285,43,7,7,0,1.78
3954,1999,Las,Chemical Engineering,468,154,314,300,89,13,12,0,2.04
3950,1999,Las,Biochemistry,77,32,45,41,12,0,3,0,1.41
3951,1999,Las,Biology,59,25,34,40,4,1,1,0,1.36
3948,1999,Las,Atmospheric Sciences,31,14,17,11,0,0,1,0,1.21
3947,1999,Las,Astronomy,28,8,20,12,1,0,0,0,2.5
3672,1998,Las,Economics,261,81,180,72,17,3,7,0,2.22
